Serial No.,Date,Product ID,Demand,Inventory
5740,2023-05-08 13:55:34.293429344,11,736,189
5741,2023-06-09 15:07:52.007200720,46,131,440
5742,2022-06-17 16:44:47.308730872,30,417,624
5743,2023-03-23 17:33:36.561656168,65,637,497
5744,2023-02-17 13:32:31.755175516,39,654,961
5745,2022-03-03 21:50:40.504050405,21,385,957
5746,2022-10-31 10:02:24.734473448,42,890,523
5747,2022-02-18 11:26:39.639963996,90,717,824
5748,2022-10-21 20:30:18.901890188,59,245,629
5749,2022-01-17 08:29:14.095409541,83,417,843
5750,2023-05-05 21:05:44.554455448,81,317,380
5751,2023-12-28 17:09:07.614761472,96,368,961
5752,2022-01-27 19:02:53.897389739,22,725,717
5753,2022-10-29 19:29:32.457245724,94,76,75
5754,2022-07-15 12:19:30.837083708,93,582,396
5755,2022-09-17 02:28:11.449144912,90,325,448
5756,2023-08-01 16:57:44.986498648,11,199,464
5757,2023-03-22 20:32:02.592259224,42,357,6
5758,2023-10-04 05:21:17.767776776,6,212,316
5759,2022-09-07 07:40:42.124212420,70,311,945
5760,2023-08-16 12:39:14.635463544,65,844,694
5761,2022-12-17 22:42:22.574257424,73,628,196
5762,2022-02-20 10:45:11.071107110,2,89,47
5763,2023-12-10 23:22:24.734473448,94,941,79
5764,2023-06-17 08:51:42.070207016,91,633,505
5765,2023-10-17 14:00:10.801080104,56,151,451
5766,2022-01-02 14:32:52.277227722,68,468,449
5767,2022-03-18 01:45:59.675967597,94,78,697
5768,2022-03-16 21:43:54.383438344,35,893,49
5769,2023-12-28 18:54:15.445544552,91,40,721
5770,2022-06-08 17:13:44.122412240,40,307,28
5771,2022-03-07 02:56:25.058505850,21,407,626
5772,2022-06-19 00:17:08.262826282,66,474,606
5773,2022-07-06 00:32:32.835283528,16,257,296
5774,2023-10-14 07:09:18.415841584,93,978,14
5775,2022-01-02 23:18:31.431143114,80,849,625
5776,2023-08-10 21:44:11.665166512,38,994,596
5777,2022-08-12 11:24:30.027002700,45,47,847
5778,2022-08-20 19:09:22.736273628,32,815,121
5779,2022-12-07 19:09:14.095409540,15,835,273
5780,2023-09-15 23:18:40.072007200,51,458,795
5781,2022-06-25 10:28:37.371737174,53,880,22
5782,2022-09-02 17:17:28.784878488,68,533,19
5783,2023-08-07 16:38:27.110711072,55,367,227
5784,2023-09-08 05:34:50.009000896,83,858,417
5785,2022-06-01 17:01:12.367236724,9,283,235
5786,2022-08-08 05:46:55.841584156,97,844,476
5787,2022-04-18 09:26:59.081908190,54,987,631
5788,2022-01-15 17:56:21.818181818,81,134,445
5789,2023-09-18 02:07:27.164716472,19,818,514
5790,2022-01-15 00:25:03.510351035,35,977,948
5791,2023-03-08 02:35:40.774077408,55,238,442
5792,2023-02-18 00:03:18.739873988,34,761,239
5793,2023-08-15 08:37:09.342934288,24,385,184
5794,2022-06-05 13:53:07.398739874,54,604,288
5795,2023-07-16 03:13:07.398739872,50,472,782
5796,2022-02-21 18:17:32.025202520,51,430,983
5797,2022-01-29 11:20:54.005400540,26,801,720
5798,2023-02-01 01:33:01.998199820,80,890,976
5799,2023-02-15 10:43:44.662466244,85,945,97
5800,2022-02-21 16:32:24.194419442,40,432,625
5801,2023-01-02 10:10:02.700270024,99,582,594
5802,2023-05-05 10:34:57.569756976,92,997,556
5803,2022-08-07 01:44:50.549054904,35,882,583
5804,2022-06-27 01:01:29.648964896,49,54,740
5805,2022-03-30 23:54:05.724572457,43,315,965
5806,2023-11-16 15:53:57.083708368,50,584,819
5807,2022-10-19 08:55:52.655265524,89,400,120
5808,2023-05-03 21:47:13.123312328,91,755,18
5809,2023-10-30 06:52:53.357335728,60,876,332
5810,2023-11-26 08:56:18.577857784,96,666,514
5811,2022-02-12 17:01:21.008100810,23,198,782
5812,2023-09-10 06:38:29.270927088,92,656,328
5813,2022-04-21 11:02:27.974797480,97,880,580
5814,2023-01-25 20:36:56.381638164,76,920,504
5815,2022-08-25 13:02:51.737173716,64,856,856
5816,2022-02-28 18:30:03.780378038,48,764,635
5817,2022-11-19 07:51:12.907290728,11,680,632
5818,2023-12-01 13:20:34.563456344,92,86,270
5819,2022-08-18 05:49:48.658865884,48,198,567
5820,2023-05-28 01:45:25.112511248,2,512,188
5821,2023-04-22 08:56:35.859585960,74,372,751
5822,2023-03-22 06:30:59.945994600,37,210,528
5823,2023-07-12 08:06:20.198019800,77,678,755
5824,2022-02-26 01:40:14.041404140,89,317,760
5825,2022-06-28 19:04:37.587758776,30,441,20
5826,2022-09-12 01:34:11.125112512,55,297,307
5827,2022-02-09 22:26:23.438343834,37,897,647
5828,2022-06-25 01:42:58.217821782,87,702,614
5829,2022-09-25 03:12:32.835283528,96,101,383
5830,2022-05-18 04:20:14.041404140,20,144,844
5831,2023-04-18 03:19:01.674167416,26,155,230
5832,2023-09-15 21:33:32.241224120,47,86,469
5833,2022-09-21 22:06:48.280828084,84,138,271
5834,2023-01-02 11:55:10.531053104,9,324,657
5835,2023-05-05 19:20:36.723672368,50,733,83
5836,2023-04-09 14:18:45.472547256,29,193,313
5837,2022-12-07 10:23:34.941494148,73,846,50
5838,2022-10-13 09:15:10.531053104,97,624,600
5839,2023-05-05 07:04:41.908190816,90,185,506
5840,2023-03-24 07:34:39.207920792,58,982,819
5841,2022-09-01 00:59:28.676867688,89,788,731
5842,2023-10-11 00:18:26.030603056,18,147,486
5843,2022-02-20 07:14:55.409540954,69,626,205
5844,2022-04-28 14:45:15.391539154,33,540,841
5845,2022-11-20 10:08:10.369036904,56,57,50
5846,2023-02-24 17:15:19.171917192,65,64,736
5847,2023-09-20 01:25:58.595859584,52,207,320
5848,2023-10-31 14:25:14.311431144,83,795,38
5849,2022-11-20 18:53:49.522952296,57,237,708
5850,2023-02-07 16:59:54.599459944,62,161,864
5851,2022-08-15 20:00:30.243024300,22,267,32
5852,2023-12-06 17:44:50.549054904,16,680,749
5853,2022-10-29 08:58:45.472547252,11,707,927
5854,2023-05-13 07:49:03.294329432,46,535,661
5855,2023-02-17 15:17:39.585958596,70,555,555
5856,2023-01-06 22:48:08.208820880,32,868,442
5857,2022-03-14 10:09:28.136813681,36,1,861
5858,2022-01-25 21:29:30.297029703,56,690,767
5859,2023-12-07 09:31:01.026102608,45,535,487
5860,2023-09-13 02:58:34.671467144,51,538,817
5861,2023-01-04 14:43:57.623762376,57,928,106
5862,2023-02-25 21:17:24.464446440,39,693,477
5863,2023-01-06 15:47:36.885688568,49,601,546
5864,2022-08-13 17:11:43.150315032,25,26,277
5865,2023-11-27 07:43:00.378037800,69,412,512
5866,2022-12-07 03:23:03.618361836,63,471,260
5867,2022-01-08 03:42:47.416741674,27,912,69
5868,2022-12-28 05:45:46.714671468,17,335,195
5869,2022-07-10 13:10:38.343834382,9,323,167
5870,2022-07-03 09:27:50.927092708,43,146,595
5871,2022-02-13 00:01:52.331233123,89,726,827
5872,2023-04-12 12:23:58.703870384,54,66,396
5873,2022-09-13 19:37:19.063906388,77,90,665
5874,2023-03-02 11:40:37.803780376,28,458,917
5875,2022-06-14 20:24:41.908190818,83,683,725
5876,2022-02-13 05:17:15.823582358,96,110,791
5877,2022-03-25 10:44:10.585058506,91,111,603
5878,2022-04-23 12:06:07.236723672,80,1,179
5879,2023-04-30 16:41:28.568856888,93,840,42
5880,2023-02-12 23:09:18.415841584,10,47,998
5881,2022-05-23 10:29:37.857785778,61,126,994
5882,2023-01-22 10:15:48.334833484,58,70,180
5883,2022-09-24 16:41:45.850585056,75,586,875
5884,2023-04-12 14:09:06.534653464,52,602,805
5885,2022-12-25 00:40:02.160216020,5,418,943
5886,2022-11-05 16:11:48.550855084,38,546,176
5887,2023-07-22 16:54:52.169216920,57,823,169
5888,2023-04-27 15:05:59.675967592,43,534,815
5889,2022-04-25 00:53:51.683168316,13,180,223
5890,2022-09-25 20:43:51.143114312,83,385,931
5891,2022-10-12 03:27:57.407740772,1,82,432
5892,2023-10-14 05:24:10.585058504,7,827,259
5893,2022-10-26 14:23:47.902790280,94,950,387
5894,2023-01-12 10:12:55.517551756,96,319,156
5895,2023-12-17 21:49:48.658865888,36,252,692
5896,2022-04-01 12:41:50.171017101,34,389,8
5897,2022-07-09 07:23:25.220522052,18,103,930
5898,2023-02-23 21:58:53.033303328,55,406,441
5899,2022-06-11 18:49:13.015301530,21,599,691
5900,2022-12-25 11:10:49.144914492,21,67,651
5901,2022-06-17 20:15:02.970297030,76,214,113
5902,2023-11-12 10:16:22.898289824,28,248,610
5903,2023-03-09 03:07:30.405040504,11,244,226
5904,2023-12-25 17:18:46.552655264,53,779,913
5905,2022-10-26 02:07:53.087308732,72,691,265
5906,2022-10-31 15:17:48.226822680,55,753,76
5907,2022-12-31 17:52:02.592259224,17,993,649
5908,2023-12-31 13:29:13.015301528,68,703,611
5909,2023-07-12 04:36:04.536453640,9,53,118
5910,2023-05-16 00:38:53.033303328,31,369,206
5911,2022-10-31 10:02:24.734473448,93,111,108
5912,2022-07-09 05:38:17.389738974,46,156,567
5913,2022-05-27 10:51:48.550855086,39,464,976
5914,2022-01-30 13:37:51.467146714,8,279,967
5915,2022-04-23 13:51:15.067506750,43,147,368
5916,2023-04-09 17:49:01.134113408,85,160,418
5917,2022-01-29 04:20:22.682268226,60,40,165
5918,2022-09-06 08:54:00.324032404,29,503,785
5919,2023-10-04 19:22:20.414041400,64,931,74
5920,2023-09-29 11:27:48.766876688,29,267,343
5921,2023-03-07 03:48:58.973897392,73,201,595
5922,2023-01-23 17:48:09.288928892,70,920,830
5923,2023-12-11 18:38:50.873087304,32,944,417
5924,2023-01-15 04:47:53.087308728,93,912,954
5925,2023-09-13 15:14:29.486948696,39,722,51
5926,2022-11-09 02:32:56.597659764,23,510,705
5927,2023-07-30 19:24:21.386138616,94,117,779
5928,2022-11-06 16:43:38.181818180,70,515,74
5929,2023-06-27 19:25:21.872187216,58,270,129
5930,2023-06-26 11:53:00.918091808,27,839,781
5931,2023-06-04 12:28:43.852385240,8,546,228
5932,2022-01-10 06:31:34.509450945,96,102,967
5933,2023-03-28 09:41:57.731773176,75,938,793
5934,2022-11-29 06:08:57.893789376,62,67,104
5935,2023-03-07 05:34:06.804680464,73,117,931
5936,2022-06-17 09:44:15.985598560,61,554,747
5937,2022-05-19 08:22:19.333933392,66,238,72
5938,2023-04-14 23:58:24.950495048,12,587,872
5939,2023-09-26 09:52:19.873987400,13,378,315
5940,2023-12-26 17:50:36.183618360,3,956,481
5941,2022-01-22 23:24:17.065706570,51,317,312
5942,2023-06-08 00:34:59.729972992,21,288,311
5943,2022-07-10 04:24:59.189918992,92,739,678
5944,2022-08-09 13:19:16.795679568,17,715,173
5945,2023-08-05 19:05:03.510351032,75,333,27
5946,2022-09-01 04:29:44.338433844,5,73,310
5947,2022-11-01 08:49:06.534653464,75,269,922
5948,2022-01-22 05:52:58.757875787,60,528,265
5949,2022-05-31 11:13:59.243924392,79,371,819
5950,2023-08-23 04:06:07.236723672,48,361,727
5951,2022-10-12 13:58:44.392439244,1,226,905
5952,2022-03-04 03:06:03.996399640,62,532,117
5953,2022-08-09 06:18:45.472547256,12,688,8
5954,2023-05-01 20:43:33.861386136,3,140,691
5955,2022-12-18 02:12:38.235823580,95,976,815
5956,2022-04-18 00:41:19.927992798,13,515,303
5957,2023-03-03 01:41:40.450045000,11,628,563
5958,2023-04-09 05:33:06.318631864,98,756,261
5959,2022-01-23 22:10:58.865886588,2,603,138
5960,2023-06-19 13:25:36.993699368,87,651,163
5961,2023-08-03 14:31:08.586858688,38,297,363
5962,2022-04-28 11:14:59.729972996,57,424,357
5963,2023-12-01 22:06:13.717371736,99,574,524
5964,2022-03-29 14:36:36.939693969,7,112,524
5965,2023-06-07 19:19:36.237623760,75,432,605
5966,2022-08-30 15:41:59.891989200,73,369,137
5967,2022-08-02 04:21:05.886588660,46,56,403
5968,2022-04-05 00:48:06.048604860,36,437,225
5969,2022-08-31 19:44:05.184518452,76,503,586
5970,2023-04-22 07:11:28.028802880,94,280,337
5971,2023-07-02 20:19:22.196219624,87,51,670
5972,2022-11-30 03:10:31.863186316,65,57,222
5973,2023-07-01 21:32:40.396039600,95,242,441
5974,2023-03-16 22:36:28.298829880,43,733,378
5975,2022-08-28 12:53:12.799279928,65,938,293
5976,2022-09-05 15:22:42.016201620,72,720,996
5977,2022-02-02 18:43:36.021602160,49,36,505
5978,2022-08-19 06:21:38.289828984,95,428,943
5979,2023-12-27 04:21:23.168316832,63,54,500
5980,2023-07-15 14:57:12.583258328,46,894,507
5981,2023-10-26 13:31:13.987398736,24,100,697
5982,2023-03-17 17:52:54.437443744,36,830,582
5983,2022-02-14 09:19:21.116111611,46,573,974
5984,2023-06-27 10:39:42.718271824,25,344,770
5985,2023-03-29 03:13:16.039603960,58,549,149
5986,2023-07-14 17:55:38.613861384,54,735,193
5987,2023-10-27 17:33:19.279927992,25,167,255
5988,2022-02-21 18:17:32.025202520,71,291,798
5989,2022-12-25 09:25:41.314131412,90,517,87
5990,2023-03-24 18:05:26.192619264,91,41,370
5991,2023-11-29 12:16:55.301530152,89,603,949
5992,2023-02-21 20:55:13.771377136,29,630,624
5993,2023-10-18 23:17:39.585958592,87,582,910
5994,2023-03-02 15:10:53.465346536,50,524,954
5995,2022-03-11 03:18:35.751575157,44,278,463
5996,2023-06-06 10:02:07.452745272,5,530,336
5997,2023-12-04 04:25:16.471647160,30,162,618
5998,2023-09-25 02:19:58.919891984,63,249,740
5999,2022-07-30 02:45:36.993699368,44,140,227
6000,2022-02-26 08:40:45.364536453,16,263,722
6001,2023-02-18 12:19:13.555355536,99,524,883
6002,2023-09-07 10:18:23.870387040,87,366,860
6003,2022-05-07 14:16:18.577857786,21,937,665
6004,2023-12-10 09:21:22.088208816,79,816,798
6005,2022-11-04 13:54:51.089108908,37,261,380
6006,2022-07-22 10:46:54.761476148,14,119,740
6007,2023-02-02 10:50:30.783078308,40,680,10
6008,2023-03-07 23:05:25.112511248,29,502,464
6009,2023-01-06 03:31:42.070207020,96,777,786
6010,2023-01-08 18:36:23.978397840,9,636,683
6011,2023-05-27 22:15:09.450945096,11,354,264
6012,2023-05-02 10:44:36.507650760,73,478,634
6013,2022-04-22 23:50:12.421242124,44,718,219
6014,2022-02-13 01:47:00.162016201,14,830,794
6015,2022-12-24 01:53:20.360036004,21,927,111
6016,2023-05-02 07:14:20.846084608,61,230,12
6017,2022-08-09 04:33:37.641764176,79,135,666
6018,2022-02-22 01:18:03.348334833,15,722,60
6019,2022-10-28 11:57:11.503150316,96,267,610
6020,2023-01-24 04:18:56.273627360,33,937,746
6021,2023-05-04 01:17:28.784878488,54,159,766
6022,2022-10-20 02:27:10.963096308,52,433,505
6023,2023-01-24 20:05:06.750675068,27,761,893
6024,2022-09-06 21:09:55.139513952,56,778,253
6025,2023-03-13 10:30:12.421242120,71,21,972
6026,2022-12-04 03:32:42.556255624,63,236,427
6027,2023-04-08 22:32:34.995499552,28,971,992
6028,2023-11-11 16:45:04.590459040,56,123,934
6029,2022-06-09 21:15:49.414941494,29,488,983
6030,2022-11-06 23:44:09.504950496,45,528,855
6031,2022-03-13 21:53:33.321332133,46,65,676
6032,2023-06-05 11:15:25.652565256,87,706,617
6033,2022-05-15 00:59:37.317731772,52,690,107
6034,2023-07-29 13:37:08.262826280,4,742,561
6035,2022-04-20 19:16:17.497749774,10,719,823
6036,2022-08-06 06:28:24.410441044,41,872,225
6037,2022-05-17 23:04:50.549054906,45,476,172
6038,2023-10-11 21:20:00.000000000,16,126,213
6039,2022-06-12 19:21:02.646264626,62,164,138
6040,2023-07-17 03:44:57.029702968,19,382,510
6041,2022-02-18 21:57:26.624662466,53,374,804
6042,2023-08-07 00:52:16.633663368,71,424,897
6043,2022-02-28 02:43:53.303330333,73,140,146
6044,2023-04-21 08:24:46.228622864,24,965,517
6045,2022-11-21 15:55:23.492349232,89,66,876
6046,2022-09-08 02:57:08.262826280,65,479,416
6047,2023-02-18 10:34:05.724572456,88,163,622
6048,2023-08-05 06:49:08.694869488,46,450,64
6049,2022-01-04 17:21:39.369936993,79,908,221
6050,2023-02-11 10:21:33.969396940,68,50,590
6051,2023-05-15 08:52:42.556255624,2,709,420
6052,2022-08-28 23:23:59.783978396,94,614,593
6053,2022-09-01 15:00:31.323132312,67,224,479
6054,2022-06-17 23:45:18.631863186,72,549,238
6055,2023-06-15 02:32:39.315931592,96,122,95
6056,2023-01-16 00:04:19.225922592,88,940,570
6057,2022-11-28 14:22:47.416741672,70,244,629
6058,2023-07-01 07:31:37.749774976,32,282,51
6059,2022-08-05 09:26:50.441044104,41,419,131
6060,2023-04-27 04:35:12.691269128,27,650,75
6061,2023-12-24 23:47:28.244824480,48,323,331
6062,2023-10-29 13:21:35.049504952,6,518,169
6063,2023-01-07 11:04:03.024302428,21,119,472
6064,2022-02-26 12:11:01.026102610,69,982,982
6065,2023-11-18 01:11:25.868586856,31,808,623
6066,2022-03-12 07:20:41.044104410,75,613,377
6067,2022-09-29 07:04:59.189918992,7,72,924
6068,2023-10-15 14:41:39.369936992,64,95,514
6069,2023-03-21 14:44:49.468946896,31,763,444
6070,2022-10-09 21:08:54.653465344,12,256,543
6071,2023-06-26 04:52:29.594959496,57,463,844
6072,2022-04-19 18:44:27.866786678,85,895,655
6073,2022-08-09 23:50:03.780378036,60,119,364
6074,2023-12-12 13:55:17.011701168,53,475,373
6075,2022-11-05 00:25:38.073807380,93,88,288
6076,2023-09-01 03:37:10.423042304,84,706,255
6077,2022-12-02 23:30:37.263726372,33,870,915
6078,2022-04-25 13:09:46.498649864,59,703,883
6079,2022-06-29 02:05:08.910891088,72,426,912
6080,2022-12-01 10:42:52.817281728,65,234,370
6081,2022-10-17 06:07:05.562556256,4,701,585
6082,2022-11-20 11:53:18.199819980,46,370,954
6083,2023-11-28 15:15:21.332133208,45,758,448
6084,2022-10-12 10:28:28.730873088,85,146,862
6085,2022-08-22 18:27:54.167416740,62,213,864
6086,2022-04-01 17:57:13.663366336,71,842,606
6087,2023-05-03 02:30:46.984698472,48,50,346
6088,2022-04-24 10:52:49.036903690,50,361,278
6089,2023-11-18 04:41:41.530153016,19,864,365
6090,2023-09-01 07:07:26.084608456,81,651,42
6091,2023-08-03 14:31:08.586858688,52,767,272
6092,2023-08-20 21:47:04.482448240,68,299,574
6093,2022-10-22 19:17:00.702070208,72,760,659
6094,2023-06-29 20:29:01.134113408,90,426,20
6095,2022-09-28 22:19:20.036003600,91,626,21
6096,2022-02-24 05:51:58.271827183,32,118,449
6097,2023-06-11 09:10:59.945994600,19,699,170
6098,2022-09-12 19:05:29.432943292,9,80,276
6099,2023-06-29 18:43:53.303330328,37,961,378
6100,2023-12-13 09:11:43.150315032,78,629,670
6101,2022-05-18 20:06:24.518451844,54,962,334
6102,2023-02-28 22:52:53.357335736,62,303,117
6103,2023-07-27 14:18:36.831683168,20,205,660
6104,2022-11-04 13:54:51.089108908,34,303,815
6105,2022-07-01 03:08:48.172817282,33,853,196
6106,2023-11-07 21:38:17.389738968,63,880,176
6107,2022-07-21 10:15:05.130513050,53,690,747
6108,2022-09-07 11:10:57.785778576,61,556,716
6109,2022-01-06 04:24:15.985598559,59,423,788
6110,2022-07-06 07:33:04.158415842,12,459,38
6111,2022-12-11 00:14:58.649864984,11,492,389
6112,2022-09-03 23:04:41.908190820,49,187,812
6113,2022-03-26 23:31:55.031503150,21,52,817
6114,2022-11-20 15:23:33.861386136,33,428,178
6115,2022-06-19 14:18:10.909090908,19,854,24
6116,2023-03-30 14:15:52.655265528,80,35,875
6117,2023-09-23 17:02:30.135013496,95,808,384
6118,2023-10-11 16:04:36.507650760,49,717,517
6119,2023-10-29 15:06:42.880288024,79,644,848
6120,2023-06-09 18:38:07.668766872,89,207,835
6121,2022-04-21 02:16:48.820882088,79,430,258
6122,2023-01-15 10:03:16.579657964,76,712,38
6123,2023-03-09 20:38:48.712871288,53,268,860
6124,2023-08-29 23:03:15.499549952,27,860,77
6125,2022-09-11 01:02:21.494149416,98,141,185
6126,2023-03-28 06:11:42.070207016,21,75,362
6127,2022-09-14 20:09:08.694869488,69,325,657
6128,2023-03-27 23:11:10.747074704,51,631,825
6129,2022-06-08 13:43:28.460846084,8,415,535
6130,2023-01-11 20:11:52.871287128,61,394,782
6131,2023-02-19 14:36:11.017101708,35,21,255
6132,2023-12-10 00:35:42.934293424,91,224,476
6133,2023-02-01 19:04:20.306030600,88,544,111
6134,2023-04-22 05:26:20.198019800,57,317,160
6135,2022-12-15 00:37:09.342934292,17,600,18
6136,2022-04-30 07:03:15.499549954,90,837,690
6137,2022-05-21 19:56:45.580558056,50,763,941
6138,2023-12-01 02:49:47.578757872,28,149,529
6139,2023-10-28 14:34:53.249324928,83,639,698
6140,2023-09-18 03:52:34.995499552,77,570,58
6141,2023-06-22 11:30:50.225022504,61,506,246
6142,2023-05-20 02:46:11.557155712,93,479,136
6143,2022-06-25 19:14:16.525652564,30,389,260
6144,2023-08-09 12:26:42.880288024,96,995,233
6145,2022-07-13 09:30:43.744374436,21,779,687
6146,2022-02-18 02:41:00.486048604,44,972,602
6147,2022-06-04 23:52:04.752475248,4,563,530
6148,2023-03-27 02:09:36.777677768,10,295,68
6149,2023-11-17 12:55:31.053105312,24,246,235
6150,2022-06-26 18:00:58.325832582,92,298,623
6151,2022-03-02 12:33:11.719171917,50,275,718
6152,2023-09-24 15:49:11.935193520,41,994,304
6153,2022-01-08 10:43:18.739873987,98,429,805
6154,2023-10-25 14:44:32.187218720,3,850,577
6155,2023-08-26 19:42:38.775877584,3,534,133
6156,2022-09-24 16:41:45.850585056,45,632,660
6157,2023-11-16 17:39:04.914491448,74,746,213
6158,2022-05-27 07:21:32.889288928,85,785,633
6159,2022-03-18 10:31:38.829882988,53,61,220
6160,2023-09-23 08:16:50.981098104,41,566,188
6161,2023-12-06 07:14:03.564356432,95,206,5
6162,2023-03-23 22:49:00.054005400,46,483,614
6163,2023-12-02 05:06:45.040504048,54,95,290
6164,2023-10-26 18:46:37.479747976,27,712,876
6165,2023-04-27 08:05:28.352835280,83,855,64
6166,2023-03-27 19:40:55.085508552,45,886,266
6167,2023-10-23 13:40:52.925292528,23,56,727
6168,2022-08-25 09:32:36.075607560,61,778,234
6169,2022-06-23 12:55:13.771377138,63,877,664
6170,2022-05-25 15:03:32.781278128,18,508,547
6171,2022-08-03 01:22:39.855985596,38,261,290
6172,2022-08-11 00:21:53.411341132,54,788,853
6173,2022-04-26 08:26:12.637263726,7,997,786
6174,2022-03-28 21:05:18.631863186,72,459,937
6175,2022-01-21 21:07:19.603960396,57,225,452
6176,2022-12-20 22:32:43.636363636,97,279,615
6177,2023-12-28 10:08:36.291629160,71,713,542
6178,2023-05-28 22:46:59.081908192,96,463,383
6179,2022-04-10 22:43:40.342034203,23,392,819
6180,2022-12-19 15:00:22.682268224,59,325,632
6181,2022-04-27 15:58:33.591359136,93,254,951
6182,2022-03-29 21:37:08.262826282,79,751,109
6183,2022-10-17 23:38:23.870387036,37,117,97
6184,2023-12-09 10:34:40.288028800,15,570,521
6185,2022-02-20 10:45:11.071107110,29,763,955
6186,2023-11-22 20:50:02.700270024,31,923,852
6187,2022-09-29 05:19:51.359135912,31,20,62
6188,2023-09-20 04:56:14.257425744,32,148,324
6189,2022-09-10 02:15:39.693969396,18,140,544
6190,2022-07-31 19:03:37.101710172,89,574,176
6191,2023-04-03 05:52:24.194419440,19,563,52
6192,2022-07-07 20:20:48.604860486,63,148,340
6193,2023-10-31 21:25:45.634563456,88,73,786
6194,2022-03-13 11:22:46.336633663,2,115,146
6195,2023-09-30 11:59:38.397839784,25,614,668
6196,2022-12-13 11:49:24.896489648,13,923,495
6197,2022-10-24 11:35:00.810081008,23,729,61
6198,2023-06-15 20:03:57.623762376,83,384,467
6199,2023-11-01 14:57:03.942394240,4,408,451
6200,2023-07-08 07:44:09.504950496,36,264,570
6201,2022-08-25 23:33:38.721872188,14,659,504
6202,2022-02-14 09:19:21.116111611,37,627,260
6203,2022-10-08 04:50:54.545454544,33,690,211
6204,2023-08-27 00:58:02.268226824,59,128,522
6205,2022-04-11 23:15:29.972997299,44,362,550
6206,2022-01-16 21:58:27.110711071,62,976,619
6207,2023-05-06 09:21:39.369936992,30,519,80
6208,2023-06-20 01:41:31.809180920,11,185,744
6209,2022-08-08 19:47:58.487848784,71,128,422
6210,2023-07-02 18:34:14.365436544,23,369,388
6211,2022-01-12 14:35:45.094509450,78,399,587
6212,2022-04-01 23:12:37.155715571,23,907,457
6213,2023-07-06 20:41:32.889288928,16,656,554
6214,2023-06-05 07:45:09.990999096,48,393,328
6215,2022-04-30 22:49:25.976597660,16,146,384
6216,2022-02-14 23:20:23.762376237,11,207,225
6217,2023-02-19 09:20:47.524752476,95,778,877
6218,2022-05-03 12:09:00.054005400,13,624,20
6219,2022-11-17 01:32:10.153015300,30,381,596
6220,2022-12-17 08:41:19.927992800,69,181,456
6221,2022-08-29 01:09:07.614761476,10,348,895
6222,2022-03-30 22:08:57.893789379,35,155,801
6223,2022-11-12 12:54:04.644464444,60,641,97
6224,2022-04-08 12:54:21.926192619,40,684,121
6225,2022-11-30 18:56:42.340234024,77,113,292
6226,2022-01-01 00:00:00.000000000,6,785,363
6227,2023-10-14 08:54:26.246624664,33,900,604
6228,2022-11-20 06:37:54.707470748,55,173,838
6229,2023-08-30 00:48:23.330333032,26,47,716
6230,2022-02-02 20:28:43.852385238,9,774,624
6231,2022-01-16 00:56:53.141314131,52,804,120
6232,2022-12-16 23:55:40.774077408,64,669,754
6233,2023-08-22 10:34:48.928892888,19,679,920
6234,2022-04-29 04:46:18.037803780,30,992,358
6235,2022-05-21 05:55:42.934293428,91,908,733
6236,2022-01-19 09:32:53.357335733,20,515,189
6237,2022-12-25 07:40:33.483348332,75,714,304
6238,2023-10-23 11:55:45.094509448,34,548,737
6239,2022-04-25 16:40:02.160216022,77,706,23
6240,2022-11-19 16:36:52.061206120,95,522,365
6241,2023-09-13 01:13:26.840684064,10,532,206
6242,2022-04-12 09:46:16.957695769,56,436,346
6243,2022-05-19 11:52:34.995499550,39,292,944
6244,2023-12-18 03:05:12.151215120,31,587,637
6245,2023-02-11 12:06:41.800180016,10,187,37
6246,2023-04-15 15:44:35.427542752,83,431,876
6247,2023-02-19 05:50:31.863186316,93,251,210
6248,2023-03-02 15:10:53.465346536,17,787,75
6249,2022-03-19 07:33:12.799279928,78,74,221
6250,2023-10-20 01:34:37.047704768,62,620,728
6251,2022-06-07 04:25:59.675967596,86,892,19
6252,2023-09-22 13:00:24.842484248,24,48,845
6253,2022-04-04 21:17:50.387038704,83,459,896
6254,2022-01-08 22:59:13.555355535,55,545,281
6255,2022-10-15 12:03:57.623762376,55,984,109
6256,2022-02-21 09:31:52.871287128,46,363,167
6257,2022-07-20 04:27:52.007200720,7,534,89
6258,2023-05-08 17:25:49.954995496,1,107,624
6259,2022-08-23 01:28:25.490549056,60,490,96
6260,2023-08-28 17:16:02.376237624,52,98,163
6261,2022-06-29 14:21:03.726372636,95,395,215
6262,2022-12-12 02:31:56.111611160,56,762,45
6263,2023-02-12 02:07:44.446444644,69,390,14
6264,2023-11-26 12:26:34.239423944,65,927,952
6265,2022-04-05 16:34:16.525652565,48,142,931
6266,2023-11-03 19:30:58.865886584,97,651,899
6267,2023-06-26 18:53:32.241224120,14,628,49
6268,2023-12-02 15:37:32.025202520,53,598,264
6269,2023-10-03 08:19:43.798379840,94,763,481
6270,2023-10-04 17:37:12.583258320,98,881,214
6271,2023-11-28 17:00:29.162916288,14,345,786
6272,2022-12-29 09:47:52.007200720,91,121,155
6273,2022-12-21 09:03:30.621062104,56,169,339
6274,2022-04-13 05:02:43.096309631,21,169,656
6275,2023-11-23 10:51:05.346534648,74,54,907
6276,2023-11-22 10:19:15.715571552,82,424,127
